!#Experiment  Id= 1.3:
!Initial Temp=850 C
!Cylinder(25,100)
!Quenchant=Isorapid227HM
!t	TC_1	TC_2	TC_3	TC_4
297.5	40.570038	41.770521	42.383357	42.805733
298	40.569356	41.74372	42.356343	42.788714
298.5	40.557079	41.723506	42.336593	42.771921
299	40.529569	41.70102	42.32774	42.749682
299.5	40.533661	41.683077	42.302541	42.725173
300	40.539345	41.689891	42.289374	42.703387
300.5	40.53207	41.675581	42.266672	42.690678
301	40.524112	41.652867	42.256002	42.673203
301.5	40.510016	41.6113	42.223536	42.649146
302	40.509561	41.586086	42.201741	42.630309
302.5	40.500694	41.58972	42.172907	42.621912
303	40.49069	41.581088	42.166096	42.593996
303.5	40.492281	41.5586	42.153835	42.572434
304	40.478639	41.534066	42.134536	42.533622
304.5	40.484778	41.524753	42.102522	42.520912
305	40.459085	41.530205	42.10502	42.512741
305.5	40.469772	41.511122	42.069826	42.46689
306	40.46818	41.498174	42.052569	42.46167
306.5	40.440668	41.478637	42.033949	42.449412
307	40.460904	41.468868	42.008063	42.421265
307.5	40.447034	41.453875	42.007836	42.391756
308	40.442032	41.440925	41.982177	42.377454
308.5	40.429299	41.432747	41.972639	42.368147
309	40.428844	41.407983	41.934943	42.336139
309.5	40.433619	41.399577	41.922681	42.313665
310	40.420431	41.388899	41.92972	42.310714
310.5	40.405196	41.374813	41.904286	42.289601
311	40.406788	41.35073	41.880214	42.271666
311.5	40.399966	41.327329	41.867724	42.259407
312	40.396556	41.305062	41.855006	42.241018
312.5	40.406106	41.295974	41.832977	42.214909
313	40.390189	41.287567	41.817079	42.198336
313.5	40.394964	41.282341	41.808222	42.177675
314	40.381775	41.262574	41.777107	42.163144
314.5	40.385414	41.25712	41.770067	42.149522
315	40.375408	41.241442	41.751443	42.120459
315.5	40.360855	41.236898	41.741449	42.127271
316	40.352897	41.214175	41.727822	42.112512
316.5	40.365403	41.204405	41.720554	42.078454
317	40.366313	41.192816	41.69784	42.068236
317.5	40.361765	41.179864	41.693752	42.04008
318	40.353579	41.167366	41.65105	42.040534
318.5	40.346302	41.155095	41.665587	42.023504
319	40.341527	41.132826	41.645372	42.015103
319.5	40.349713	41.121691	41.629244	41.981722
320	40.33516	41.119645	41.616297	41.978089
320.5	40.336979	41.110328	41.606984	41.959469
321	40.334477	41.098057	41.589039	41.9438
321.5	40.339708	41.083286	41.568595	41.933354
322	40.323335	41.076014	41.555647	41.921318
322.5	40.319924	41.044198	41.541563	41.919956
323	40.324017	41.046925	41.53134	41.894748
323.5	40.305825	41.029653	41.522708	41.87817
324	40.305597	41.005108	41.5009	41.860684
324.5	40.3106	41.009427	41.484316	41.841834
325	40.306052	41.008517	41.487951	41.827299
325.5	40.314466	40.986245	41.465461	41.818215
326	40.305597	40.976927	41.458645	41.80913
326.5	40.300595	40.945336	41.445469	41.785965
327	40.30628	40.944881	41.427976	41.786192
327.5	40.290589	40.931244	41.408892	41.78006
328	40.302869	40.928517	41.413209	41.768931
328.5	40.299912	40.92238	41.387536	41.744402
329	40.276489	40.881241	41.372769	41.726913
329.5	40.292408	40.892606	41.368679	41.715557
330	40.271486	40.903743	41.355956	41.690345
330.5	40.276944	40.882151	41.340734	41.691254
331	40.277172	40.883287	41.317786	41.666041
331.5	40.277854	40.873059	41.326647	41.649233
332	40.275807	40.857148	41.308925	41.636513
332.5	40.278991	40.84692	41.3012	41.611073
333	40.265346	40.843738	41.290748	41.613344
333.5	40.274443	40.825781	41.265527	41.591992
334	40.266938	40.817144	41.249168	41.582906
334.5	40.265801	40.810324	41.250304	41.579044
335	40.26148	40.797823	41.231444	41.552921
335.5	40.252384	40.790776	41.23917	41.541108
336	40.258524	40.771455	41.207359	41.521345
336.5	40.240558	40.786912	41.19736	41.51135
337	40.258751	40.76168	41.188953	41.50408
337.5	40.237602	40.761907	41.192816	41.482726
338	40.247153	40.74986	41.179864	41.460008
338.5	40.25534	40.74054	41.162139	41.465234
339	40.256022	40.735084	41.147369	41.468414
339.5	40.253748	40.728037	41.130326	41.440471
340	40.246471	40.703032	41.118055	41.427749
340.5	40.247153	40.70144	41.127372	41.40662
341	40.230779	40.683481	41.106465	41.404348
341.5	40.23601	40.687119	41.112601	41.381856
342	40.236692	40.680071	41.095103	41.391853
342.5	40.236237	40.678253	41.077604	41.388445
343	40.233281	40.664158	41.062833	41.37186
343.5	40.233508	40.663931	41.050788	41.357774
344	40.218726	40.649609	41.05647	41.346414
344.5	40.236237	40.641425	41.037153	41.335281
345	40.244197	40.636423	41.026017	41.309606
345.5	40.233963	40.625738	41.033744	41.314151
346	40.234645	40.629376	41.017608	41.312106
346.5	40.231006	40.605959	41.006018	41.293929
347	40.232598	40.59732	41.006018	41.292566
347.5	40.235555	40.592091	40.977382	41.271435
348	40.230097	40.597547	40.982382	41.256893
348.5	40.223502	40.587999	40.982382	41.24894
349	40.228277	40.570038	40.965791	41.246668
349.5	40.238739	40.57163	40.94579	41.235762
350	40.237374	40.565718	40.952836	41.20804
350.5	40.228732	40.565264	40.953972	41.217129
351	40.223956	40.551395	40.92829	41.198042
351.5	40.210766	40.537072	40.927381	41.188498
352	40.239421	40.550031	40.927153	41.194861
352.5	40.227823	40.530251	40.906925	41.174637
353	40.225094	40.533207	40.91488	41.159185
353.5	40.215769	40.526386	40.886696	41.167366
354	40.229642	40.525249	40.890106	41.138961
354.5	40.233508	40.515018	40.880787	41.135325
355	40.224411	40.513881	40.879878	41.125554
355.5	40.236692	40.497965	40.865104	41.129417
356	40.226686	40.488189	40.859421	41.110556
356.5	40.229415	40.487052	40.846238	41.09533
357	40.241013	40.489098	40.860103	41.086922
357.5	40.232371	40.477047	40.842829	41.08374
358	40.233735	40.470681	40.829418	41.081013
358.5	40.241468	40.463633	40.835555	41.068969
359	40.229187	40.470908	40.816916	41.060788
359.5	40.243969	40.468635	40.807824	41.057379
360	40.235327	40.466361	40.803733	41.054424
360.5	40.235782	40.442032	40.811006	41.038744
361	40.229187	40.439531	40.799641	41.026926
361.5	40.231916	40.440668	40.786684	41.022381
362	40.247835	40.423842	40.781456	41.018744
362.5	40.245561	40.416793	40.779183	41.014426
363	40.246016	40.416338	40.777592	40.9917
363.5	40.244652	40.421795	40.754179	41.007381
364	40.244652	40.410881	40.739858	41.002381
364.5	40.250337	40.395191	40.764635	40.990563
365	40.242377	40.404514	40.74645	40.985791
365.5	40.244652	40.409971	40.74304	40.971472
366	40.235555	40.402468	40.742358	40.974427
366.5	40.252838	40.385186	40.723945	40.946018
367	40.232371	40.401331	40.733947	40.949881
367.5	40.247835	40.384277	40.723945	40.948972
368	40.25011	40.378819	40.713261	40.931244
368.5	40.252384	40.372225	40.72781	40.921926
369	40.250792	40.373817	40.723036	40.929426
369.5	40.258524	40.356307	40.692574	40.921926
370	40.260343	40.356307	40.690301	40.915562
370.5	40.260571	40.342436	40.696894	40.897606
371	40.259433	40.353124	40.684618	40.895561
371.5	40.264209	40.345392	40.680299	40.897152
372	40.249427	40.339935	40.673933	40.881241
