!#Experiment  Id= 3.1:
!Initial Temp=850 C
!Cylinder(75,220)
!Quenchant=Aquatensid BW (5%)
!t	TC_1	TC_2	TC_3	TC_4
115.5	56.116098	115.943152	349.943959	90.036526
116	55.951041	114.966205	347.977828	89.830164
116.5	55.771126	114.203106	346.07249	89.627629
117	55.620209	113.762015	344.111884	89.365003
117.5	55.465006	113.317633	342.152239	89.162497
118	55.350057	112.866334	340.233384	88.926817
118.5	55.202256	112.476587	338.33664	88.622543
119	55.056692	112.107779	336.450212	88.424791
119.5	54.974568	111.524236	334.580556	88.364257
120	54.831462	110.860703	332.73547	88.323901
120.5	54.686318	109.916009	330.899804	88.009145
121	54.493901	109.081323	329.096519	87.58391
121.5	54.30889	108.567078	327.282132	87.104265
122	54.185764	108.052978	325.520211	86.699752
122.5	54.074785	107.603683	323.768826	86.386704
123	53.985637	107.268875	322.022387	86.09788
123.5	53.906615	106.953789	320.292945	85.762027
124	53.868116	106.715815	318.563068	85.391926
124.5	53.798546	106.334623	316.819546	84.991617
125	53.685516	105.796747	315.136598	84.598511
125.5	53.571353	105.359736	313.431042	84.333772
126	53.447723	104.718065	311.743123	84.114287
126.5	53.25224	104.094436	310.077322	83.872641
127	53.08061	103.493341	308.447988	83.704459
127.5	52.948384	102.96821	306.776252	83.585772
128	52.860078	102.431268	305.167656	83.422973
128.5	52.777399	101.713238	303.542849	83.183823
129	52.65326	101.049764	301.927379	82.871243
129.5	52.507931	100.321404	300.335836	82.48793
130	52.412841	99.958783	298.747793	82.168896
130.5	52.325857	99.755652	297.162788	81.977035
131	52.226024	99.472382	295.570913	81.861071
131.5	52.131818	99.0525	293.993292	81.761003
132	52.040763	98.755592	292.426554	81.538263
132.5	51.93505	98.617394	290.86777	81.190848
133	51.885686	98.29894	289.314686	80.949995
133.5	51.83925	97.986608	287.768648	80.663042
134	51.777483	97.379844	286.247928	80.338498
134.5	51.671077	96.938766	284.726595	79.989348
135	51.504014	96.625945	283.212765	79.594556
135.5	51.358806	96.346669	281.727457	79.287731
136	51.25192	96.02471	280.222994	79.189263
136.5	51.098344	95.473299	278.745263	79.133539
137	50.984449	95.019317	277.286376	79.037086
137.5	50.891522	94.784268	275.812152	78.826727
138	50.72866	94.59575	274.370831	78.542973
138.5	50.59511	94.524975	272.943866	78.313379
139	50.468091	94.351305	271.510852	78.135032
139.5	50.425222	93.982884	270.114684	77.944604
140	50.383932	93.723	268.704987	77.882844
140.5	50.284198	93.638099	267.299006	77.774317
141	50.182202	93.31447	265.903111	77.568902
141.5	50.070945	93.047916	264.507075	77.332385
142	49.945913	92.692925	263.13708	77.101466
142.5	49.838475	92.401962	261.772664	76.864508
143	49.742317	91.925846	260.421357	76.686846
143.5	49.625158	91.496266	259.051927	76.496879
144	49.509118	91.103775	257.711589	76.143799
144.5	49.417453	90.922022	256.392399	75.818466
145	49.309752	90.971161	255.074056	75.465838
145.5	49.153716	90.987766	253.756104	75.093296
146	49.053673	90.799962	252.442892	74.882524
146.5	48.970336	90.250978	251.132826	74.669962
147	48.876605	89.691551	249.853855	74.514232
147.5	48.784674	89.275297	248.559972	74.288914
148	48.661111	89.03333	247.305495	73.937399
148.5	48.552675	88.960901	246.014788	73.527925
149	48.451911	88.818737	244.752523	73.20504
149.5	48.364924	88.580839	243.497621	73.002758
150	48.264825	88.283322	242.241597	72.861115
150.5	48.203135	87.832051	241.019627	72.711638
151	48.137827	87.428803	239.792437	72.513602
151.5	48.077261	87.072216	238.558645	72.273717
152	47.998613	86.650228	237.366134	71.973407
152.5	47.888316	86.182352	236.156464	71.641982
153	47.787053	86.160842	234.961189	71.319051
153.5	47.656846	85.869569	233.765578	71.055193
154	47.63763	85.280365	232.588555	70.789313
154.5	47.572973	84.943457	231.405688	70.48448
155	47.551496	84.685417	230.256458	70.072199
155.5	47.489548	84.532885	229.118049	69.75234
156	47.441841	84.374534	227.953743	69.501412
156.5	47.366322	83.923253	226.816452	69.316064
157	47.301652	83.53785	225.67176	69.160931
157.5	47.212104	83.359826	224.558763	69.073177
158	47.179088	83.217187	223.41641	68.977811
158.5	47.175469	82.834075	222.302091	68.914233
159	47.122777	82.379345	221.178095	68.817968
159.5	47.024849	82.06748	220.07848	68.600136
160	46.915152	81.736378	218.972222	68.280873
160.5	46.794362	81.293817	217.898275	67.989131
161	46.642793	80.893141	216.801946	67.797911
161.5	46.555238	80.596566	215.705495	67.595264
162	46.443466	80.194584	214.644668	67.368871
162.5	46.340057	79.890424	213.577956	67.124552
163	46.254065	79.569267	212.535316	66.839235
163.5	46.139099	79.352184	211.48612	66.560171
164	46.042004	79.163974	210.438967	66.261826
164.5	46.002621	78.857833	209.415713	65.919777
165	45.952371	78.45212	208.384075	65.667758
165.5	45.908005	78.043286	207.377535	65.476212
166	45.842585	77.670938	206.360309	65.359488
166.5	45.759957	77.150916	205.356122	65.311542
167	45.678682	76.799171	204.348244	65.271662
167.5	45.603967	76.613231	203.343195	65.106983
168	45.535588	76.410287	202.364259	64.885831
168.5	45.455884	76.223007	201.387717	64.671612
169	45.389309	76.020065	200.403336	64.482255
169.5	45.331789	75.958758	199.448608	64.317091
170	45.264754	75.787365	198.475585	64.231032
170.5	45.191828	75.740825	197.546915	64.172314
171	45.144038	75.616421	196.572953	64.114715
171.5	45.072237	75.464719	195.639878	63.988756
172	45.027388	75.193759	194.694363	63.866826
172.5	44.959658	75.031317	193.745036	63.77179
173	44.898267	74.935105	192.831279	63.592244
173.5	44.84956	74.783851	191.922818	63.298359
174	44.798813	74.686743	190.995661	63.01162
174.5	44.710226	74.313975	190.087564	62.749517
175	44.664911	73.94702	189.185255	62.552421
175.5	44.593309	73.684108	188.270566	62.360693
176	44.519211	73.428129	187.376597	62.195191
176.5	44.449187	73.169685	186.472127	62.053677
177	44.371228	72.821284	185.604243	61.89982
177.5	44.303236	72.499728	184.71259	61.725992
178	44.251333	72.313549	183.83097	61.53488
178.5	44.205094	72.141241	182.957526	61.348241
179	44.155681	72.000708	182.08271	61.220144
179.5	44.114652	71.897768	181.21492	61.09563
180	44.083143	71.717622	180.383753	60.997136
180.5	44.026244	71.432738	179.500907	60.913222
181	43.950752	71.163065	178.660521	60.87665
181.5	43.866413	71.066607	177.814837	60.818985
182	43.820386	70.895397	176.956643	60.69288
182.5	43.751231	70.555654	176.132532	60.556447
183	43.672547	70.270733	175.284977	60.428983
183.5	43.608372	70.154568	174.456375	60.336747
184	43.568006	70.05474	173.610635	60.198274
184.5	43.532401	69.677354	172.801551	60.038695
185	43.500423	69.356581	171.990007	59.882024
185.5	43.446899	69.28741	171.17252	59.707159
186	43.416734	69.314944	170.346772	59.505566
186.5	43.36003	69.230551	169.538833	59.356268
187	43.318976	69.153096	168.746142	59.208083
187.5	43.206918	69.049672	167.934505	59.076729
188	43.152474	68.935948	167.135102	58.993871
188.5	43.095531	68.720359	166.33305	58.904498
189	43.095758	68.393714	165.560905	58.850154
189.5	43.051518	68.117204	164.788439	58.751343
190	43.046526	67.951291	164.004966	58.626251
190.5	43.027696	67.783581	163.223279	58.466563
191	43.016351	67.568169	162.478691	58.319442
191.5	43.028603	67.363497	161.698025	58.165347
192	42.956453	67.094319	160.940288	58.030337
192.5	42.887021	66.814152	160.181328	57.917559
193	42.807601	66.613925	159.433218	57.745237
193.5	42.751096	66.432728	158.681569	57.517847
194	42.695043	66.241443	157.933813	57.298524
194.5	42.651696	65.965027	157.223348	57.158737
195	42.603127	65.80329	156.473866	57.042091
195.5	42.570218	65.631466	155.738719	56.916673
196	42.522327	65.409897	155.015117	56.812151
196.5	42.493046	65.232005	154.30352	56.73932
197	42.433349	65.056346	153.58377	56.677501
197.5	42.3909	64.877316	152.873708	56.658618
198	42.377961	64.61559	152.153886	56.560603
198.5	42.366611	64.506905	151.448614	56.449093
199	42.363887	64.484048	150.746316	56.295306
199.5	42.345727	64.354741	150.065729	56.141058
200	42.318258	64.144523	149.357584	56.050887
