!#Experiment  Id= 1.2:
!Initial Temp=850 C
!Cylinder(25,100)
!Quenchant=H2O
!t	t1	t2	t3	t4
41	65.374284	103.77447	200.416382	119.615874
41.5	63.987644	100.352048	193.319862	116.186008
42	62.690108	96.693193	186.568387	112.603102
42.5	61.630896	93.806789	180.118368	109.409457
43	60.606273	91.987807	173.911951	106.640574
43.5	59.59919	89.797651	167.956148	104.198934
44	58.579096	87.617991	162.282647	101.519186
44.5	57.49224	85.526799	156.842564	99.014015
45	56.482376	83.524199	151.618501	96.660361
45.5	55.534746	81.281067	146.638237	94.286387
46	54.67215	79.703333	141.816215	91.762679
46.5	53.933191	78.251403	137.133757	89.724531
47	53.250447	76.924931	132.66108	87.844838
47.5	52.61722	75.524022	128.388792	85.91282
48	51.922888	73.22653	124.352592	84.00075
48.5	51.290942	71.541286	120.513475	81.872498
49	50.677687	70.036843	116.919981	79.833587
49.5	50.100518	68.620295	113.560349	78.015772
50	49.619298	67.186818	110.351394	76.354582
50.5	49.170888	65.953164	107.285612	74.81966
51	48.725275	64.635768	104.342474	73.260318
51.5	48.300988	63.364052	101.532033	71.914785
52	47.877702	62.488971	98.79139	70.534177
52.5	47.465365	61.405679	96.1767	69.278018
53	47.066699	60.506639	93.632494	68.195578
53.5	46.705921	59.806836	91.180752	67.157482
54	46.3989	59.007354	88.794305	66.152078
54.5	46.127793	58.37628	86.516008	65.34023
55	45.85663	57.700534	84.352371	64.51924
55.5	45.57975	56.939159	82.300099	63.659725
56	45.33361	56.3522	80.367828	62.778003
56.5	45.090594	55.692417	78.557305	61.96106
57	44.857726	55.171894	76.839904	61.213198
57.5	44.59921	54.377999	75.224646	60.401165
58	44.371237	53.778292	73.675167	59.695944
58.5	44.162717	53.114631	72.171461	59.004659
59	43.968898	52.52822	70.774775	58.312937
59.5	43.777543	51.882089	69.428447	57.615601
60	43.628791	51.257342	68.124154	56.979393
60.5	43.476619	50.597375	66.889188	56.445955
61	43.31581	50.040036	65.725789	55.919792
61.5	43.16065	49.705758	64.592967	55.326896
62	42.998891	49.402787	63.51716	54.777916
62.5	42.840741	48.918851	62.469686	54.222239
63	42.669407	48.469318	61.497428	53.753074
63.5	42.516208	47.983479	60.538729	53.180401
64	42.399536	47.475992	59.638252	52.62826
64.5	42.264237	47.134772	58.76842	52.041674
65	42.162299	46.735103	57.924084	51.5047
65.5	42.02334	46.378761	57.132901	51.085724
66	41.93387	46.118061	56.356697	50.671822
66.5	41.816233	45.812261	55.626516	50.302034
67	41.718118	45.546919	54.922602	49.925835
67.5	41.614088	45.26567	54.251276	49.581371
68	41.535265	45.017884	53.594556	49.21018
68.5	41.433036	44.834391	52.972047	48.907783
69	41.327391	44.649739	52.390091	48.623847
69.5	41.28513	44.412937	51.815365	48.279974
70	41.192424	44.182891	51.299962	47.960878
70.5	41.134024	43.957562	50.766116	47.68986
71	41.079258	43.720629	50.290752	47.397987
71.5	41.011989	43.491361	49.816365	47.157387
72	40.936307	43.277021	49.371854	46.862459
72.5	40.874485	43.1028	48.941436	46.625383
73	40.808796	42.992311	48.527155	46.437592
73.5	40.772881	42.854356	48.122921	46.210172
74	40.711278	42.700953	47.729872	45.970715
74.5	40.694456	42.533912	47.350277	45.767211
75	40.611705	42.395223	46.998396	45.564806
75.5	40.576921	42.286485	46.6514	45.407887
76	40.542363	42.189317	46.307707	45.248458
76.5	40.472108	42.070796	46.028207	45.067037
77	40.487569	41.994955	45.727819	44.900769
77.5	40.40867	41.825999	45.433929	44.725189
78	40.389342	41.689499	45.14133	44.538029
78.5	40.348411	41.599778	44.90394	44.369198
79	40.328173	41.476882	44.635238	44.200797
79.5	40.272231	41.397368	44.409311	44.082019
80	40.251082	41.298536	44.206011	43.935572
80.5	40.226066	41.221282	43.958696	43.809513
81	40.204233	41.166974	43.777316	43.691831
81.5	40.165571	41.077894	43.549192	43.564614
82	40.143964	40.995399	43.370474	43.485011
82.5	40.134185	40.913352	43.183108	43.3707
83	40.089151	40.85221	43.007286	43.269536
83.5	40.068453	40.791748	42.845506	43.132066
84	40.055033	40.7306	42.667819	43.019991
84.5	40.062084	40.66513	42.527557	42.925831
85	40.017275	40.5942	42.367075	42.817368
85.5	39.975422	40.533951	42.247891	42.725916
86	39.975422	40.456419	42.089415	42.621747
86.5	39.938344	40.424586	41.986327	42.539132
87	39.933567	40.369104	41.844395	42.445389
87.5	39.915141	40.313392	41.731745	42.371615
88	39.915596	40.264954	41.624537	42.288982
88.5	39.89535	40.234253	41.514365	42.239718
89	39.876696	40.20628	41.415089	42.14913
89.5	39.848259	40.153744	41.316258	42.062395
90	39.850079	40.115534	41.214011	42.001087
90.5	39.822097	40.086649	41.115845	41.94636
91	39.816637	40.048892	41.009716	41.874826
91.5	39.81368	40.013864	40.934489	41.796929
92	39.799802	39.986568	40.855847	41.739468
92.5	39.772956	39.960864	40.78652	41.676325
93	39.772273	39.92606	40.70514	41.62749
93.5	39.771363	39.897625	40.654445	41.577516
94	39.75248	39.861681	40.57192	41.540489
94.5	39.744972	39.849169	40.502575	41.498691
95	39.758168	39.838249	40.440503	41.435763
95.5	39.719717	39.81277	40.373197	41.387826
96	39.722675	39.777734	40.339088	41.33239
96.5	39.706066	39.746565	40.270639	41.299445
97	39.704701	39.739512	40.219243	41.234461
97.5	39.69833	39.706976	40.182173	41.199923
98	39.688092	39.658513	40.152834	41.179245
98.5	39.704929	39.684906	40.085284	41.143341
99	39.689684	39.658968	40.044116	41.132661
99.5	39.670344	39.646909	39.987478	41.086757
100	39.681948	39.632801	39.971555	41.039715
